ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
XPS 16 Laptop,Dell Price CAD $3599.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1429.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display Full HD+ (1920X1200),8 GB LPDDR5,512 GB SSD
XPS 16 Laptop,Dell Price CAD $3299.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 14 Laptop,Dell Price CAD $2499.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.5-in. display 3.2K (3200X2000) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3799.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1849.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. touch display 3K (2880X1800) OLED,32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1939.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/gray/touch-oled/notebook-xps-13-9340-t-oled-gy-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display 3K (2880X1800) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3199.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3649.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3649.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3799.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 15 Laptop,Dell Price CAD $1829.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13620H,Intel ArcTM Graphics A370M,15.6-in. display Full HD+ (1920X1200),32 GB DDR5,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1899.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $2149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display 3K (2880X1800) OLED,32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1349.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display Full HD+ (1920X1200),8 GB LPDDR5,512 GB SSD
XPS 16 Laptop,CAD $3659.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 14 Laptop,CAD $3299.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display 3.2K (3200X2000) OLED,32 GB: LPDDR5X  7467 MT/s,1 TB SSD
XPS 16 Laptop,CAD $4159.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,CAD $4159.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 15 Laptop,CAD $2459.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13620H,Intel ArcTM Graphics A370M,15.6-in. display Full HD+ (1920X1200),32 GB DDR5,1 TB SSD
Latitude 3450 Laptop,CAD $1081.50,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i3-1315U,Intel Iris Xe or UHD Graphics,14.0-in. display Full HD (1920X1080),8 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1345U  Intel SIPP,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),8 GB DDR5,256 GB SSD
Latitude 3550 Laptop,CAD $1039.65,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i3-1315U,Intel 13th Generation i3-1315U  Intel Integrated Iris Xe or UHD Graphics,15.6-in. display HD (1366X768),8 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1249.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,15.6-in. touch display Full HD (1920X1080),8 GB DDR5,256 GB SSD
Latitude 3450 Laptop,CAD $1249.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,14.0-in. touch display Full HD (1920X1080),8 GB DDR5,256 GB SSD
Latitude 3550 Laptop,CAD $1119.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,15.6-in. display HD (1366X768),8 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $999.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i3-1315U,Intel 13th Generation i3-1315U  Intel Integrated Iris Xe or UHD Graphics,15.6-in. display HD (1366X768),8 GB DDR5,256 GB SSD
XPS 16 Laptop,CAD $3659.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
XPS 14 Laptop,CAD $3299.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display 3.2K (3200X2000) OLED,32 GB: LPDDR5X  7467 MT/s,1 TB SSD
XPS 16 Laptop,CAD $4159.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 15 Laptop,CAD $2459.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13620H,Intel ArcTM Graphics A370M,15.6-in. display Full HD+ (1920X1200),32 GB DDR5,1 TB SSD
XPS 16 Laptop,CAD $4359.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,CAD $4559.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
Latitude 3550 Laptop,Dell Price CAD $999.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i3-1315U,Intel 13th Generation i3-1315U  Intel Integrated Iris Xe or UHD Graphics,15.6-in. display HD (1366X768),8 GB DDR5,256 GB SSD
Latitude 5430 Rugged Laptop,CAD $2468.98,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/rugged/delta-v/media-gallery/laptop-latitude-14-5430-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,11th Gen Intel CoreTM i5-1135G7,11th Gen Intel CoreTM i5-1135G7,14.0-in. display Full HD (1920X1080),8 GB DDR4,256 GB SSD
Alienware x16 Gaming Laptop,Dell Price CAD $4499.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4090,16.0-in. display Full HD+ (1920X1200) 480Hz,32 GB LPDDR5X,2 TB SSD
G15 Gaming Laptop,Dell Price CAD $1449.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5535/media-gallery/black/1-zone-coral-kb/notebook-g15-5535-nt-bk-coral-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 7 7840HS,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,512 GB SSD
G15 Gaming Laptop,CAD $1599.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5535/media-gallery/black/1-zone-coral-kb/notebook-g15-5535-nt-bk-coral-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 7 7840HS,NVIDIA GeForce RTXTM 4050,15.6-in. display Full HD (1920X1080) 165Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,512 GB SSD
G15 Gaming Laptop,CAD $1249.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5535/media-gallery/black/1-zone-coral-kb/notebook-g15-5535-nt-bk-coral-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 5 7640HS,NVIDIA GeForce RTXTM 3050,15.6-in. display Full HD (1920X1080) 120Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,1 TB SSD
Latitude 7455 Laptop,Dell Price CAD $1899.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/7455/media-gallery/touch/laptop-latitude-7455t-gray-wlan-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm AdrenoTM Graphics,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5X,512 GB SSD
Latitude 7455 Laptop,Dell Price CAD $1799.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/7455/media-gallery/touch/laptop-latitude-7455t-gray-wlan-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm AdrenoTM Graphics,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5X,512 GB SSD
Latitude 7455 Laptop,Dell Price CAD $1999.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/7455/media-gallery/touch/laptop-latitude-7455t-gray-wlan-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm AdrenoTM Graphics,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5X,512 GB SSD
XPS 13 Laptop,Dell Price CAD $1849.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/9345/media-gallery/touch/silver/notebook-xps-13-9345-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm AdrenoTM Graphics,13.4-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1749.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/9345/media-gallery/touch/gray/notebook-xps-13-9345-t-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm AdrenoTM Graphics,13.4-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 13 Laptop,Dell Price CAD $1899.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/9345/media-gallery/touch/silver/notebook-xps-13-9345-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm AdrenoTM Graphics,13.4-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,CAD $3599.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070,16.0-in. display Full HD+ (1920X1200) 480Hz,32 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,Dell Price CAD $3799.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4080,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,Dell Price CAD $3799.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4080,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,CAD $3599.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,CAD $4199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4080,16.0-in. display Full HD+ (1920X1200) 480Hz,32 GB LPDDR5X,1 TB SSD
Alienware x16 R2 Gaming Laptop,CAD $5199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienwar-x16-mlk/gallery/notebook-alienware-x16-r2-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4090,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB LPDDR5X,2 TB SSD
